id	seq_len	no_parts
MN770164.1	2864	1
MN770175.1	2864	1
MN770176.1	2864	1
MN770200.1	2864	1
MN770414.1	2864	1
MN770482.1	2864	1
MN770595.1	2864	1
MN770763.1	2864	1
MN771086.1	2864	1
MN771156.1	2864	1
MN769333.1	2863	1
MN769381.1	2863	1
MN769411.1	2863	1
MN769803.1	2863	1
MN769820.1	2863	1
MN769854.1	2863	1
MN769865.1	2863	1
MN770023.1	2863	1
MN770077.1	2863	1
MN770246.1	2863	1
MN770248.1	2863	1
MN770298.1	2863	1
MN770495.1	2863	1
MN770865.1	2863	1
MN770916.1	2863	1
MN770917.1	2863	1
MN770999.1	2863	1
MN771009.1	2863	1
MN771019.1	2863	1
MN771479.1	2863	1
OK574371.1	2863	1
OK574414.1	2863	1
OK574426.1	2863	1
MN769095.1	2862	1
MN769446.1	2862	1
MN769860.1	2862	1
MN770308.1	2862	1
MN770390.1	2862	1
MN771053.1	2862	1
MN771294.1	2862	1
MN771462.1	2862	1
MN771467.1	2862	1
MZ286240.1	2862	1
MH649045.1	2861	1
MN769060.1	2861	1
MN769515.1	2861	1
MN769647.1	2861	1
MN769919.1	2861	1
MN769954.1	2861	1
MN770335.1	2861	1
MN770369.1	2861	1
MN770419.1	2861	1
MN770847.1	2861	1
MN771305.1	2861	1
MN771307.1	2861	1
MN771383.1	2861	1
MN774983.1	2861	1
MZ286112.1	2861	1
MZ286219.1	2861	1
MZ286223.1	2861	1
OZ258764.1	2861	1
OZ258976.1	2861	1
AB026930.1	2860	1
MN769501.1	2860	1
MN769840.1	2860	1
MN769990.1	2860	1
MN770816.1	2860	1
MN770836.1	2860	1
MN770838.1	2860	1
MN770843.1	2860	1
MN771159.1	2860	1
MN771166.1	2860	1
MN771213.1	2860	1
MW455428.1	2860	1
MZ286249.1	2860	1
OK574410.1	2860	1
MN769058.1	2859	1
MN769130.1	2859	1
MN769197.1	2859	1
MN769278.1	2859	1
MN769279.1	2859	1
MN769460.1	2859	1
MN769506.1	2859	1
MN769858.1	2859	1
MN769861.1	2859	1
MN769893.1	2859	1
MN769941.1	2859	1
MN769984.1	2859	1
MN769992.1	2859	1
MN769999.1	2859	1
MN770020.1	2859	1
MN770267.1	2859	1
MN770334.1	2859	1
MN770695.1	2859	1
MN770965.1	2859	1
MN771022.1	2859	1
MN771084.1	2859	1
MW455357.1	2859	1
MZ286242.1	2859	1
MZ286280.1	2859	1
OZ258777.1	2859	1
OZ258989.1	2859	1
MH649104.1	2858	1
MN769091.1	2858	1
MN769398.1	2858	1
MN769798.1	2858	1
MN769855.1	2858	1
MN769897.1	2858	1
MN770015.1	2858	1
MN770098.1	2858	1
MN771196.1	2858	1
MN771353.1	2858	1
MZ286052.1	2858	1
MN769536.1	2857	1
MN769673.1	2857	1
MN769831.1	2857	1
MN770022.1	2857	1
MN770135.1	2857	1
MN770416.1	2857	1
MN771124.1	2857	1
MN771270.1	2857	1
MN774963.1	2857	1
OR197588.1	2857	1
AB026931.1	2856	1
MN769352.1	2856	1
MN769427.1	2856	1
MN769566.1	2856	1
MN769611.1	2856	1
MN769650.1	2856	1
MN769785.1	2856	1
MN769793.1	2856	1
MN770344.1	2856	1
MN770358.1	2856	1
MN770401.1	2856	1
MN770682.1	2856	1
MN770958.1	2856	1
MN771150.1	2856	1
MN771289.1	2856	1
MN771343.1	2856	1
MN771487.1	2856	1
MN774968.1	2856	1
NC_014097.1	2856	1
OZ258741.1	2856	1
OZ258953.1	2856	1
KM259874.1	2855	1
MN769120.1	2855	1
MN769749.1	2855	1
MN770065.1	2855	1
MN770470.1	2855	1
MN770524.1	2855	1
MN770708.1	2855	1
MN770764.1	2855	1
MN770963.1	2855	1
MN770986.1	2855	1
MN771003.1	2855	1
MN771016.1	2855	1
MN771101.1	2855	1
MN771136.1	2855	1
MZ286271.1	2855	1
NC_025727.1	2855	1
MH648989.1	2854	1
MN769105.1	2854	1
MN770209.1	2854	1
MN771338.1	2854	1
MN771341.1	2854	1
MW455402.1	2854	1
MZ286135.1	2854	1
NC_075374.1	2854	1
KF764701.1	2853	1
KF764702.1	2853	1
MN769835.1	2853	1
MN769853.1	2853	1
MN770589.1	2853	1
MN770678.1	2853	1
MN770713.1	2853	1
MN770823.1	2853	1
MN771149.1	2853	1
MN771367.1	2853	1
MW455358.1	2853	1
NC_076135.1	2853	1
OK574421.1	2853	1
MN769033.1	2852	1
MN769160.1	2852	1
MN769177.1	2852	1
MN769198.1	2852	1
MN769239.1	2852	1
MN769453.1	2852	1
MN769521.1	2852	1
MN769740.1	2852	1
MN769775.1	2852	1
MN769823.1	2852	1
MN770101.1	2852	1
MN770447.1	2852	1
MN770480.1	2852	1
MN770899.1	2852	1
MN770902.1	2852	1
MN771020.1	2852	1
MN771021.1	2852	1
MN771133.1	2852	1
MN771485.1	2852	1
MZ286250.1	2852	1
MN769186.1	2851	1
MN769286.1	2851	1
MN769376.1	2851	1
MN769406.1	2851	1
MN769810.1	2851	1
MN770064.1	2851	1
MN770408.1	2851	1
MN770778.1	2851	1
MN771120.1	2851	1
MN771301.1	2851	1
MN771408.1	2851	1
MN771437.1	2851	1
MW455429.1	2851	1
MZ286264.1	2851	1
MN769063.1	2850	1
MN769328.1	2850	1
MN769455.1	2850	1
MN769456.1	2850	1
MN769709.1	2850	1
MN770463.1	2850	1
MN770645.1	2850	1
MN770677.1	2850	1
MN770817.1	2850	1
MN770858.1	2850	1
MN770939.1	2850	1
MN770992.1	2850	1
MN771262.1	2850	1
MZ286191.1	2850	1
MN769305.1	2849	1
MN769347.1	2849	1
MN769377.1	2849	1
MN769464.1	2849	1
MN769555.1	2849	1
MN770028.1	2849	1
MN770069.1	2849	1
MN770211.1	2849	1
MN770212.1	2849	1
MN770398.1	2849	1
MN770940.1	2849	1
MN771088.1	2849	1
MN771169.1	2849	1
MN771447.1	2849	1
MZ286224.1	2849	1
MZ286262.1	2849	1
MZ286272.1	2849	1
MH649152.1	2848	1
MN769085.1	2848	1
MN769131.1	2848	1
MN769210.1	2848	1
MN769260.1	2848	1
MN769315.1	2848	1
MN769329.1	2848	1
MN769389.1	2848	1
MN769412.1	2848	1
MN769498.1	2848	1
MN769594.1	2848	1
MN769662.1	2848	1
MN769677.1	2848	1
MN769751.1	2848	1
MN770094.1	2848	1
MN770122.1	2848	1
MN770210.1	2848	1
MN770258.1	2848	1
MN770639.1	2848	1
MN770749.1	2848	1
MN770976.1	2848	1
MN771007.1	2848	1
MW455430.1	2848	1
MZ286230.1	2848	1
MZ286265.1	2848	1
MN769069.1	2847	1
MN769227.1	2847	1
MN769430.1	2847	1
MN769686.1	2847	1
MN770355.1	2847	1
MN770469.1	2847	1
MN770942.1	2847	1
MZ286289.1	2847	1
MN769175.1	2846	1
MN769264.1	2846	1
MN769276.1	2846	1
MN769365.1	2846	1
MN769509.1	2846	1
MN769525.1	2846	1
MN770853.1	2846	1
MN770867.1	2846	1
MN770918.1	2846	1
MN770972.1	2846	1
MN771144.1	2846	1
MN771220.1	2846	1
MN771245.1	2846	1
MN771444.1	2846	1
MN771492.1	2846	1
OK574375.1	2846	1
MH649263.1	2845	1
MN769439.1	2845	1
MN769875.1	2845	1
MN770088.1	2845	1
MN770093.1	2845	1
MN770361.1	2845	1
MN770386.1	2845	1
MN770479.1	2845	1
MN770501.1	2845	1
MN770512.1	2845	1
MN770550.1	2845	1
MN770573.1	2845	1
MN770575.1	2845	1
MN770599.1	2845	1
MN770611.1	2845	1
MN770666.1	2845	1
MN770742.1	2845	1
MN770759.1	2845	1
MN770814.1	2845	1
MN771246.1	2845	1
MN771254.1	2845	1
MN771417.1	2845	1
OZ258650.1	2845	1
OZ258862.1	2845	1
MN769353.1	2844	1
MN769629.1	2844	1
MN770229.1	2844	1
MN770378.1	2844	1
MN770533.1	2844	1
MN771313.1	2844	1
MN771372.1	2844	1
MN769205.1	2843	1
MN769648.1	2843	1
MN770078.1	2843	1
MN771255.1	2843	1
MN771397.1	2843	1
MN771486.1	2843	1
MN769140.1	2842	1
MN769320.1	2842	1
MN769514.1	2842	1
MN769567.1	2842	1
MN769633.1	2842	1
MN770228.1	2842	1
MN770782.1	2842	1
MN771061.1	2842	1
MN771261.1	2842	1
MZ285986.1	2842	1
MZ286095.1	2842	1
OK574365.1	2842	1
MN769378.1	2841	1
MN769437.1	2841	1
MN769733.1	2841	1
MN770219.1	2841	1
MN770400.1	2841	1
MN770428.1	2841	1
MN770552.1	2841	1
MN770757.1	2841	1
MN770829.1	2841	1
MN770980.1	2841	1
MN770991.1	2841	1
MN770997.1	2841	1
MN771398.1	2841	1
MT210805.1	2841	1
MH648925.1	2840	1
MN769618.1	2840	1
MN769886.1	2840	1
MN770025.1	2840	1
MN770108.1	2840	1
MN770565.1	2840	1
MN770805.1	2840	1
MN770889.1	2840	1
MN770950.1	2840	1
MN771004.1	2840	1
MN771080.1	2840	1
MN771118.1	2840	1
MZ286274.1	2840	1
OK574411.1	2840	1
MH017563.1	2839	1
MH017564.1	2839	1
MH017565.1	2839	1
MH649106.1	2839	1
MN769235.1	2839	1
MN769270.1	2839	1
MN769294.1	2839	1
MN769582.1	2839	1
MN769706.1	2839	1
MN769792.1	2839	1
MN770041.1	2839	1
MN770043.1	2839	1
MN770048.1	2839	1
MN770084.1	2839	1
MN770090.1	2839	1
MN770125.1	2839	1
MN770165.1	2839	1
MN770943.1	2839	1
MN770967.1	2839	1
MN771001.1	2839	1
MN771075.1	2839	1
MN771424.1	2839	1
MW455391.1	2839	1
MZ286236.1	2839	1
NC_076234.1	2839	1
MN769355.1	2838	1
MN769370.1	2838	1
MN769528.1	2838	1
MN770031.1	2838	1
MN770057.1	2838	1
MN770111.1	2838	1
MN770157.1	2838	1
MN770312.1	2838	1
MN770947.1	2838	1
MN771060.1	2838	1
MN771158.1	2838	1
MN771442.1	2838	1
MN771491.1	2838	1
MN769034.1	2837	1
MN769619.1	2837	1
MN769794.1	2837	1
MN770389.1	2837	1
MN770726.1	2837	1
MN771018.1	2837	1
MN771052.1	2837	1
MN771062.1	2837	1
MN771165.1	2837	1
MN771371.1	2837	1
MN771404.1	2837	1
MW455411.1	2837	1
MZ286041.1	2837	1
MZ286227.1	2837	1
MZ286283.1	2837	1
MZ286286.1	2837	1
MH017566.1	2836	1
MH017567.1	2836	1
MH017568.1	2836	1
MH017569.1	2836	1
MN769204.1	2836	1
MN769547.1	2836	1
MN769755.1	2836	1
MN769756.1	2836	1
MN769945.1	2836	1
MN770050.1	2836	1
MN770086.1	2836	1
MN770299.1	2836	1
MN770327.1	2836	1
MN770646.1	2836	1
MN771117.1	2836	1
MN771147.1	2836	1
MN771430.1	2836	1
OZ258626.1	2836	1
OZ258838.1	2836	1
MN769386.1	2835	1
MN769621.1	2835	1
MN771066.1	2835	1
MN771236.1	2835	1
MN771303.1	2835	1
MN771370.1	2835	1
MN769049.1	2834	1
MN769152.1	2834	1
MN769263.1	2834	1
MN769313.1	2834	1
MN769494.1	2834	1
MN770146.1	2834	1
MN770648.1	2834	1
MN770710.1	2834	1
MN770794.1	2834	1
MN771258.1	2834	1
MN771438.1	2834	1
MZ286273.1	2834	1
MZ286290.1	2834	1
MZ286293.1	2834	1
KP343848.1	2833	1
MN769215.1	2833	1
MN769302.1	2833	1
MN769477.1	2833	1
MN769545.1	2833	1
MN769970.1	2833	1
MN770142.1	2833	1
MN770194.1	2833	1
MN771378.1	2833	1
OZ258770.1	2833	1
OZ258982.1	2833	1
MN769577.1	2832	1
MN769632.1	2832	1
MN770168.1	2832	1
MN770230.1	2832	1
MN771074.1	2832	1
MN771403.1	2832	1
MZ286252.1	2832	1
MZ286255.1	2832	1
MN769226.1	2831	1
MN769429.1	2831	1
MN769526.1	2831	1
MN770233.1	2831	1
MN770497.1	2831	1
MN770685.1	2831	1
MN770993.1	2831	1
MN771078.1	2831	1
MN771100.1	2831	1
MN771299.1	2831	1
OK574443.1	2831	1
KX810063.1	2830	1
MN769054.1	2830	1
MN769081.1	2830	1
MN769356.1	2830	1
MN769573.1	2830	1
MN769801.1	2830	1
MN770138.1	2830	1
MN770221.1	2830	1
MN770222.1	2830	1
MN770819.1	2830	1
MN770912.1	2830	1
MN770946.1	2830	1
MZ286033.1	2830	1
NC_076155.1	2830	1
MN769245.1	2829	1
MN770472.1	2829	1
MN770833.1	2829	1
MN771152.1	2829	1
MZ286180.1	2829	1
OK574437.1	2829	1
OZ258753.1	2829	1
OZ258965.1	2829	1
MN770418.1	2828	1
MN770423.1	2828	1
MN770879.1	2828	1
MN771195.1	2828	1
MN771391.1	2828	1
MN771401.1	2828	1
MN769309.1	2827	1
MN769375.1	2827	1
MN770272.1	2827	1
MN770445.1	2827	1
MN770789.1	2827	1
MN770910.1	2827	1
MN771076.1	2827	1
MN769070.1	2826	1
MN769075.1	2826	1
MN769133.1	2826	1
MN769222.1	2826	1
MN769306.1	2826	1
MN769360.1	2826	1
MN769488.1	2826	1
MN769553.1	2826	1
MN769653.1	2826	1
MN769737.1	2826	1
MN769790.1	2826	1
MN769843.1	2826	1
MN770058.1	2826	1
MN770129.1	2826	1
MN770430.1	2826	1
MN770454.1	2826	1
MN770941.1	2826	1
MN771212.1	2826	1
MN771271.1	2826	1
MN771278.1	2826	1
MN771382.1	2826	1
MN771512.1	2826	1
MN769029.1	2825	1
MN769062.1	2825	1
MN769101.1	2825	1
MN769156.1	2825	1
MN769168.1	2825	1
MN769620.1	2825	1
MN769651.1	2825	1
MN769678.1	2825	1
MN770005.1	2825	1
MN770278.1	2825	1
MN770392.1	2825	1
MN770429.1	2825	1
MN770494.1	2825	1
MN770576.1	2825	1
MN770671.1	2825	1
MN770842.1	2825	1
MN770900.1	2825	1
MN770926.1	2825	1
MN771509.1	2825	1
MZ286248.1	2825	1
KU243129.1	2824	1
MN769368.1	2824	1
MN769481.1	2824	1
MN769608.1	2824	1
MN769796.1	2824	1
MN769997.1	2824	1
MN770303.1	2824	1
MN770350.1	2824	1
MN770432.1	2824	1
MN770434.1	2824	1
MN770520.1	2824	1
MN770522.1	2824	1
MN770684.1	2824	1
MN770828.1	2824	1
MN770938.1	2824	1
MN771102.1	2824	1
MN771185.1	2824	1
MN771217.1	2824	1
MN771510.1	2824	1
MW455431.1	2824	1
MZ286291.1	2824	1
OZ258613.1	2824	1
OZ258771.1	2824	1
OZ258983.1	2824	1
MN769187.1	2823	1
MN769423.1	2823	1
MN769486.1	2823	1
MN769504.1	2823	1
MN769609.1	2823	1
MN769713.1	2823	1
MN769906.1	2823	1
MN770072.1	2823	1
MN770731.1	2823	1
MN771039.1	2823	1
MN771040.1	2823	1
MZ286267.1	2823	1
MN769532.1	2822	1
MN770936.1	2822	1
MN771125.1	2822	1
MN771140.1	2822	1
MZ286147.1	2822	1
MN769696.1	2821	1
MN769795.1	2821	1
MN770104.1	2821	1
MN770318.1	2821	1
MN770597.1	2821	1
MN770885.1	2821	1
MN770952.1	2821	1
MZ286259.1	2821	1
KP343863.1	2820	1
MN769030.1	2820	1
MN769104.1	2820	1
MN769256.1	2820	1
MN769417.1	2820	1
MN769675.1	2820	1
MN769726.1	2820	1
MN769791.1	2820	1
MN769807.1	2820	1
MZ286192.1	2820	1
MN769392.1	2819	1
MN769479.1	2819	1
MN769546.1	2819	1
MN769975.1	2819	1
MN770260.1	2819	1
MN770264.1	2819	1
MN770271.1	2819	1
MN770274.1	2819	1
MN770276.1	2819	1
MN770653.1	2819	1
MN770746.1	2819	1
MN770951.1	2819	1
MN771038.1	2819	1
MN771443.1	2819	1
MN771477.1	2819	1
MN771507.1	2819	1
MZ286053.1	2819	1
MN769932.1	2818	1
MN770380.1	2818	1
MN770878.1	2818	1
MN771267.1	2818	1
MN771419.1	2818	1
MN771455.1	2818	1
MN771463.1	2818	1
MZ286096.1	2818	1
MN769259.1	2817	1
MN769319.1	2817	1
MN769334.1	2817	1
MN769476.1	2817	1
MN770141.1	2817	1
MN770189.1	2817	1
MN770506.1	2817	1
MN770618.1	2817	1
MN770680.1	2817	1
MN770694.1	2817	1
MN770806.1	2817	1
MN771077.1	2817	1
MN771429.1	2817	1
MN771464.1	2817	1
MN771470.1	2817	1
MZ285991.1	2817	1
MZ286007.1	2817	1
KP343835.1	2816	1
MN769265.1	2816	1
MN769421.1	2816	1
MN771186.1	2816	1
MN771361.1	2816	1
MZ286148.1	2816	1
OK574428.1	2816	1
MN769038.1	2815	1
MN769240.1	2815	1
MN769338.1	2815	1
MN770237.1	2815	1
MN770439.1	2815	1
MN770444.1	2815	1
MN770588.1	2815	1
MN770971.1	2815	1
MN771275.1	2815	1
MN771362.1	2815	1
OK574436.1	2815	1
MH649006.1	2814	1
MN769073.1	2814	1
MN769280.1	2814	1
MN769816.1	2814	1
MN770133.1	2814	1
MN770343.1	2814	1
MN770363.1	2814	1
MN770440.1	2814	1
MN770441.1	2814	1
MN770442.1	2814	1
MN770443.1	2814	1
MN770945.1	2814	1
MN771226.1	2814	1
MN771306.1	2814	1
KY462757.1	2813	1
MN769274.1	2813	1
MN769576.1	2813	1
MN770130.1	2813	1
MN770600.1	2813	1
MN770665.1	2813	1
MN770696.1	2813	1
MN770935.1	2813	1
MN771315.1	2813	1
MN771425.1	2813	1
MN771427.1	2813	1
KY462758.1	2812	1
KY462759.1	2812	1
KY462760.1	2812	1
KY462761.1	2812	1
KY462762.1	2812	1
KY462763.1	2812	1
KY462764.1	2812	1
KY462765.1	2812	1
KY462766.1	2812	1
KY462768.1	2812	1
KY462769.1	2812	1
MN769716.1	2812	1
MN769971.1	2812	1
MN770117.1	2812	1
MN770162.1	2812	1
MN770405.1	2812	1
MN771094.1	2812	1
MN771121.1	2812	1
MN771314.1	2812	1
KY462767.1	2811	1
MN769071.1	2811	1
MN769797.1	2811	1
MN770118.1	2811	1
MN770619.1	2811	1
MN770655.1	2811	1
MN770741.1	2811	1
MN770771.1	2811	1
MN771393.1	2811	1
MZ286256.1	2811	1
OZ258713.1	2811	1
OZ258736.1	2811	1
OZ258925.1	2811	1
OZ258948.1	2811	1
LC381845.1	2810	1
MH649017.1	2810	1
MN769228.1	2810	1
MN769438.1	2810	1
MN770148.1	2810	1
MN770187.1	2810	1
MN770953.1	2810	1
MN771055.1	2810	1
MN771073.1	2810	1
MN771091.1	2810	1
MN771113.1	2810	1
MN771415.1	2810	1
MW455382.1	2810	1
MW455424.1	2810	1
MW455425.1	2810	1
MZ286232.1	2810	1
MZ286235.1	2810	1
MZ286277.1	2810	1
NC_075373.1	2810	1
NC_076168.1	2810	1
OK574395.1	2810	1
OZ258723.1	2810	1
OZ258935.1	2810	1
MN769383.1	2809	1
MN769568.1	2809	1
MN769578.1	2809	1
MN769602.1	2809	1
MN769704.1	2809	1
MN770132.1	2809	1
MN771010.1	2809	1
OK574415.1	2809	1
MN769151.1	2808	1
MN769530.1	2808	1
MN769719.1	2808	1
MN769776.1	2808	1
MN769799.1	2808	1
MN770071.1	2808	1
MN770487.1	2808	1
MN770698.1	2808	1
MN770703.1	2808	1
MN770909.1	2808	1
MN771155.1	2808	1
MN771465.1	2808	1
MN771496.1	2808	1
MZ286228.1	2808	1
MN769086.1	2807	1
MN769179.1	2807	1
MN769261.1	2807	1
MN769451.1	2807	1
MN769500.1	2807	1
MN769581.1	2807	1
MN769591.1	2807	1
MN769603.1	2807	1
MN770812.1	2807	1
MN770840.1	2807	1
MN771175.1	2807	1
MN771214.1	2807	1
MN771422.1	2807	1
MN770171.1	2806	1
MN770736.1	2806	1
MN771123.1	2806	1
MN771160.1	2806	1
MN771188.1	2806	1
MN771390.1	2806	1
MN769229.1	2805	1
MN770326.1	2805	1
MN770455.1	2805	1
MN771215.1	2805	1
MN771435.1	2805	1
OK574362.1	2805	1
MN769478.1	2804	1
MN770431.1	2804	1
MN770811.1	2804	1
MN771446.1	2804	1
KU041847.1	2803	1
MN769109.1	2803	1
MN769116.1	2803	1
MN769579.1	2803	1
MN771141.1	2803	1
MN771143.1	2803	1
MZ286084.1	2803	1
NC_030297.1	2803	1
MK212029.1	2802	1
MN770034.1	2802	1
MN770099.1	2802	1
MN770273.1	2802	1
MN770446.1	2802	1
MN770496.1	2802	1
MN770820.1	2802	1
MN770824.1	2802	1
MN770962.1	2802	1
MN771068.1	2802	1
MN771347.1	2802	1
MZ286266.1	2802	1
MN769610.1	2801	1
MN770641.1	2801	1
MN770692.1	2801	1
MN770930.1	2801	1
MN771182.1	2801	1
MN771365.1	2801	1
MN771483.1	2801	1
MN770436.1	2800	1
MN770548.1	2800	1
MN770625.1	2800	1
MN769534.1	2799	1
MN770948.1	2799	1
MN771051.1	2799	1
MN771291.1	2799	1
MN771298.1	2799	1
MN771375.1	2799	1
MN771418.1	2799	1
MN769332.1	2798	1
MN769665.1	2798	1
MN769697.1	2798	1
MN770898.1	2798	1
MN770956.1	2798	1
MN771411.1	2798	1
MN769644.1	2797	1
MN771357.1	2797	1
MN771426.1	2797	1
MN771466.1	2797	1
MN770452.1	2796	1
MN770566.1	2796	1
MN770803.1	2796	1
MN770922.1	2796	1
MW455378.1	2796	1
MZ286071.1	2796	1
MH648897.1	2795	1
MN769287.1	2795	1
MN769505.1	2795	1
MN770115.1	2795	1
MN770907.1	2795	1
MN771369.1	2795	1
MN771469.1	2795	1
KP343824.1	2794	1
MH649083.1	2794	1
MN769357.1	2794	1
MN770070.1	2794	1
MN770207.1	2793	1
MN770652.1	2793	1
MN771272.1	2793	1
MN769724.1	2792	1
MN771364.1	2792	1
MN771396.1	2792	1
OZ258791.1	2792	1
OZ259003.1	2792	1
MN769223.1	2791	1
MN769773.1	2791	1
MN770545.1	2791	1
MN771354.1	2791	1
MN771394.1	2791	1
MN771402.1	2791	1
MN769778.1	2790	1
MN770577.1	2790	1
MH649028.1	2789	1
MN769800.1	2789	1
MN770846.1	2789	1
MN771392.1	2789	1
MN769569.1	2787	1
MN770728.1	2787	1
MN769401.1	2786	1
MN770120.1	2786	1
MZ286005.1	2786	1
MN769144.1	2785	1
MN770499.1	2785	1
MN770827.1	2785	1
MN770831.1	2785	1
MN770832.1	2785	1
MN770841.1	2785	1
MN770937.1	2785	1
MN770987.1	2785	1
MW455403.1	2785	1
MN770526.1	2784	1
MN771284.1	2784	1
MN769307.1	2783	1
MN769548.1	2783	1
MN769809.1	2783	1
MN770254.1	2783	1
MZ286173.1	2783	1
MN769976.1	2782	1
MN770073.1	2782	1
MN770121.1	2782	1
MN770126.1	2782	1
MN771368.1	2782	1
MN771452.1	2782	1
OZ258711.1	2782	1
OZ258923.1	2782	1
MN769126.1	2781	1
MN769216.1	2781	1
MN770395.1	2781	1
MN770613.1	2781	1
MN770715.1	2781	1
MN771171.1	2781	1
MZ286245.1	2781	1
MZ286270.1	2781	1
MN770095.1	2780	1
MN770478.1	2780	1
MN770486.1	2780	1
MN770488.1	2780	1
MN770621.1	2780	1
MN770969.1	2779	1
MN771475.1	2779	1
MZ286217.1	2779	1
MN770249.1	2778	1
MN771379.1	2778	1
MN771474.1	2778	1
MZ286287.1	2778	1
MN769766.1	2777	1
MN771456.1	2777	1
MW455386.1	2777	1
MZ286214.1	2777	1
MN770931.1	2776	1
MZ286020.1	2776	1
MN771468.1	2775	1
MZ286001.1	2775	1
MZ286193.1	2775	1
MN770265.1	2774	1
MN770784.1	2774	1
MN771351.1	2774	1
MN771356.1	2774	1
MN770518.1	2773	1
MN771450.1	2773	1
MZ286225.1	2772	1
MN770277.1	2771	1
MN769132.1	2770	1
MN771142.1	2770	1
MN771461.1	2770	1
MN770466.1	2769	1
MN770622.1	2769	1
MN771409.1	2769	1
MN770500.1	2768	1
MN770516.1	2768	1
MN770712.1	2768	1
MN771400.1	2768	1
MN771420.1	2767	1
MN770448.1	2766	1
KP343832.1	2765	1
MN769254.1	2765	1
MN770549.1	2765	1
MN770243.1	2764	1
MN770259.1	2764	1
MN771057.1	2764	1
MN771386.1	2763	1
MZ286257.1	2762	1
MZ286275.1	2762	1
MN769252.1	2761	1
MN770511.1	2761	1
MN770540.1	2760	1
MN770676.1	2760	1
MN770699.1	2760	1
MN770799.1	2760	1
MN769308.1	2759	1
MN770438.1	2759	1
MN770492.1	2759	1
MN770551.1	2759	1
MZ285987.1	2759	1
MN769556.1	2757	1
MN770155.1	2756	1
MN771406.1	2756	1
MN769161.1	2755	1
MN769262.1	2755	1
MN769288.1	2755	1
MN769808.1	2755	1
MN771103.1	2755	1
MN770453.1	2754	1
MN770523.1	2754	1
MN770693.1	2754	1
MN770716.1	2754	1
MN770744.1	2754	1
MN770513.1	2753	1
MN770578.1	2752	1
MZ285996.1	2752	1
OK574418.1	2752	1
MN769783.1	2750	1
MN770959.1	2750	1
MN771041.1	2749	1
MN769463.1	2748	1
MN770493.1	2748	1
MN770818.1	2748	1
MN770256.1	2747	1
MN770270.1	2747	1
MN770561.1	2747	1
MN771414.1	2746	1
MH649077.1	2743	1
MN771451.1	2743	1
MN769616.1	2742	1
MN770615.1	2739	1
MN771481.1	2739	1
MN771432.1	2738	1
MN769178.1	2737	1
MN771471.1	2737	1
MN770560.1	2735	1
MN770460.1	2733	1
MN770796.1	2733	1
MN770804.1	2733	1
MN770251.1	2731	1
MN769271.1	2729	1
MN770924.1	2729	1
MN769388.1	2728	1
MN769839.1	2727	1
MN770530.1	2727	1
MN770714.1	2725	1
OZ258712.1	2725	1
OZ258924.1	2725	1
MN769924.1	2724	1
MN774965.1	2723	1
MN770255.1	2720	1
OZ258804.1	2720	1
OZ259016.1	2720	1
MN769825.1	2719	1
MN770286.1	2715	1
MZ286247.1	2713	1
MN770721.1	2712	1
MN770266.1	2711	1
MW455404.1	2711	1
MH649241.1	2709	1
MN770261.1	2707	1
MN771504.1	2701	1
MN770263.1	2697	1
MH648982.1	2691	1
NC_075376.1	2691	1
MN770269.1	2690	1
KP343821.1	2686	1
MN769624.1	2686	1
MN770294.1	2686	1
MH648959.1	2683	1
MN770718.1	2683	1
OZ258751.1	2681	1
OZ258963.1	2681	1
MZ286065.1	2680	1
MH648912.1	2679	1
NC_075378.1	2679	1
MZ286194.1	2675	1
MN771336.1	2673	1
MN771337.1	2673	1
MH649169.1	2669	1
MH649141.1	2668	1
NC_075370.1	2668	1
MH649186.1	2665	1
MH649204.1	2665	1
KP343827.1	2662	1
MZ286136.1	2652	1
MH648985.1	2648	1
KP343856.1	2646	1
MZ286149.1	2645	1
KP343849.1	2644	1
MZ286067.1	2644	1
MN771049.1	2642	1
MN774935.1	2642	1
MZ286068.1	2641	1
KP343825.1	2640	1
AY622909.1	2635	1
NC_007014.1	2635	1
MW455412.1	2634	1
MZ286072.1	2634	1
MN769039.1	2628	1
MZ286034.1	2623	1
MH648957.1	2622	1
MH649206.1	2619	1
MZ286119.1	2617	1
MN769155.1	2615	1
MW455405.1	2606	1
MZ286154.1	2600	1
MZ286195.1	2596	1
MZ286117.1	2592	1
MN770567.1	2586	1
MN771050.1	2585	1
MH649002.1	2584	1
MZ286089.1	2583	1
MZ286196.1	2581	1
MN770519.1	2580	1
MW455365.1	2576	1
MZ286137.1	2575	1
MW455366.1	2572	1
MH649254.1	2571	1
MW455450.1	2568	1
MW455373.1	2567	1
MW455413.1	2565	1
MH649051.1	2563	1
MH649255.1	2562	1
MW455406.1	2557	1
MZ286138.1	2557	1
MW455361.1	2555	1
MZ286197.1	2554	1
MH648907.1	2550	1
MH649229.1	2550	1
MW455407.1	2550	1
MZ286090.1	2550	1
NC_075380.1	2550	1
MH648892.1	2547	1
MW455426.1	2546	1
MZ286198.1	2546	1
MZ286081.1	2545	1
MZ286131.1	2545	1
MZ286082.1	2544	1
MZ285988.1	2542	1
KP343826.1	2541	1
MZ286175.1	2539	1
MZ286139.1	2538	1
KP343822.1	2537	1
MH649114.1	2536	1
NC_075371.1	2536	1
MZ286083.1	2534	1
MH648911.1	2521	1
