orf_id,phylo_cluster,orf1_genus
MN769617.1_1,15,Betatorquevirus
MN769074.1_1,15,Betatorquevirus
MN769273.1_1,15,Betatorquevirus
MN769330.1_1,15,Betatorquevirus
MN770420.1_1,15,Betatorquevirus
MN770422.1_1,15,Betatorquevirus
MN770809.1_1,15,Betatorquevirus
MN770914.1_1,15,Betatorquevirus
MN769667.1_1,15,Betatorquevirus
MN769032.1_1,15,Betatorquevirus
MN769108.1_1,15,Betatorquevirus
MN769214.1_1,15,Betatorquevirus
MN770503.1_1,15,Betatorquevirus
KF764701.1_1,15,Betatorquevirus
MN770332.1_1,15,Betatorquevirus
MN769359.1_1,15,Betatorquevirus
MN769207.1_1,15,Betatorquevirus
OZ258741.1_1,15,Betatorquevirus
MN770814.1_1,15,Betatorquevirus
MN770836.1_1,15,Betatorquevirus
MN771056.1_1,15,Betatorquevirus
MN771173.1_1,15,Betatorquevirus
MN770053.1_1,15,Betatorquevirus
MN769472.1_1,15,Betatorquevirus
MN769233.1_1,15,Betatorquevirus
MN769772.1_1,15,Betatorquevirus
MN769028.1_1,15,Betatorquevirus
MN769264.1_1,15,Betatorquevirus
MN771371.1_1,16,Betatorquevirus
MN770484.1_1,16,Betatorquevirus
MN769363.1_1,16,Betatorquevirus
MN770064.1_1,16,Betatorquevirus
MN769314.1_1,16,Betatorquevirus
MN769384.1_1,16,Betatorquevirus
MN770919.1_1,16,Betatorquevirus
MN769055.1_1,16,Betatorquevirus
MN771423.1_1,16,Betatorquevirus
MN770660.1_1,16,Betatorquevirus
MN769716.1_1,16,Betatorquevirus
MN771098.1_1,16,Betatorquevirus
MN770143.1_1,16,Betatorquevirus
MN769633.1_1,16,Betatorquevirus
MN771104.1_1,16,Betatorquevirus
MN771150.1_1,16,Betatorquevirus
MN771068.1_1,16,Betatorquevirus
MN769033.1_1,16,Betatorquevirus
KM259874.1_1,16,Betatorquevirus
MN771144.1_1,16,Betatorquevirus
MN770778.1_1,16,Betatorquevirus
MN769805.1_1,16,Betatorquevirus
MN769335.1_1,16,Betatorquevirus
MN769465.1_1,16,Betatorquevirus
MN769747.1_1,16,Betatorquevirus
MN769506.1_1,16,Betatorquevirus
MN771199.1_1,16,Betatorquevirus
MN770538.1_1,16,Betatorquevirus
MN769166.1_1,16,Betatorquevirus
MN769135.1_1,16,Betatorquevirus
MN771111.1_1,16,Betatorquevirus
MN770419.1_1,16,Betatorquevirus
MN770078.1_1,16,Betatorquevirus
OZ258769.1_1,16,Betatorquevirus
MN770087.1_1,16,Betatorquevirus
MN769351.1_1,16,Betatorquevirus
MN769721.1_1,16,Betatorquevirus
OZ258807.1_1,16,Betatorquevirus
MN770011.1_1,16,Betatorquevirus
MN770338.1_1,16,Betatorquevirus
MN770788.1_1,16,Betatorquevirus
MN771043.1_1,16,Betatorquevirus
MN769690.1_1,16,Betatorquevirus
MN770610.1_1,16,Betatorquevirus
MN770649.1_1,16,Betatorquevirus
OZ258761.1_1,16,Betatorquevirus
MN771183.1_1,16,Betatorquevirus
MN770631.1_1,16,Betatorquevirus
MN769244.1_1,16,Betatorquevirus
MN769470.1_1,16,Betatorquevirus
MN769627.1_1,16,Betatorquevirus
MN769722.1_1,16,Betatorquevirus
MN769625.1_1,16,Betatorquevirus
MT783403.1_1,16,Betatorquevirus
MN769303.1_1,16,Betatorquevirus
MN770790.1_1,16,Betatorquevirus
MN770024.1_1,16,Betatorquevirus
MN769692.1_1,16,Betatorquevirus
MN769136.1_1,16,Betatorquevirus
OZ258778.1_1,16,Betatorquevirus
MN770193.1_1,16,Betatorquevirus
MN769188.1_1,16,Betatorquevirus
MN769076.1_1,16,Betatorquevirus
MN769041.1_1,16,Betatorquevirus
MN769124.1_1,16,Betatorquevirus
MN769057.1_1,16,Betatorquevirus
MN769059.1_1,16,Betatorquevirus
MN771360.1_1,16,Betatorquevirus
MK139485.1_1,16,Betatorquevirus
MN770928.1_1,16,Betatorquevirus
MN769559.1_1,16,Betatorquevirus
MN770145.1_1,16,Betatorquevirus
MN769283.1_1,16,Betatorquevirus
MN770323.1_1,16,Betatorquevirus
MN770413.1_1,16,Betatorquevirus
MN769369.1_1,16,Betatorquevirus
MN769589.1_1,16,Betatorquevirus
JX134044.1_1,16,Betatorquevirus
MN769676.1_1,16,Betatorquevirus
MN769734.1_1,16,Betatorquevirus
MN769051.1_1,16,Betatorquevirus
MN769492.1_1,16,Betatorquevirus
MN769189.1_1,16,Betatorquevirus
MN770324.1_1,16,Betatorquevirus
MN769089.1_1,16,Betatorquevirus
MN770062.1_1,16,Betatorquevirus
MN770590.1_1,16,Betatorquevirus
MN771154.1_1,16,Betatorquevirus
MN769106.1_1,13,Betatorquevirus
MN771500.1_1,13,Betatorquevirus
MN769206.1_1,13,Betatorquevirus
MN769346.1_1,13,Betatorquevirus
MN769614.1_1,13,Betatorquevirus
MN771159.1_1,13,Betatorquevirus
MN770779.1_1,13,Betatorquevirus
MN769358.1_1,13,Betatorquevirus
MN770153.1_1,13,Betatorquevirus
MN770285.1_1,13,Betatorquevirus
MN770301.1_1,13,Betatorquevirus
MN770514.1_1,13,Betatorquevirus
MH017548.1_1,13,Betatorquevirus
MH017554.1_1,13,Betatorquevirus
MN771395.1_1,13,Betatorquevirus
MN770998.1_1,13,Betatorquevirus
MN771133.1_1,13,Betatorquevirus
MN769405.1_1,13,Betatorquevirus
MN769410.1_1,13,Betatorquevirus
MN770366.1_1,13,Betatorquevirus
MN769104.1_1,13,Betatorquevirus
MN769256.1_1,13,Betatorquevirus
MN771282.1_1,13,Betatorquevirus
MN771276.1_1,13,Betatorquevirus
MN770105.1_1,13,Betatorquevirus
MN769289.1_1,13,Betatorquevirus
MN769608.1_1,13,Betatorquevirus
MN770865.1_1,13,Betatorquevirus
MN769923.1_1,13,Betatorquevirus
MN769858.1_1,13,Betatorquevirus
MN769840.1_1,13,Betatorquevirus
MN770334.1_1,13,Betatorquevirus
MN770015.1_1,13,Betatorquevirus
MN770028.1_1,13,Betatorquevirus
MN769576.1_1,13,Betatorquevirus
MN769801.1_1,13,Betatorquevirus
MN769180.1_1,17,Betatorquevirus
MN770362.1_1,17,Betatorquevirus
MN771087.1_1,17,Betatorquevirus
MN769739.1_1,17,Betatorquevirus
OK574422.1_1,17,Betatorquevirus
MN770519.1_1,17,Betatorquevirus
MN770350.1_1,17,Betatorquevirus
MN770864.1_1,17,Betatorquevirus
MN770364.1_1,17,Betatorquevirus
OK574439.1_1,17,Betatorquevirus
MN770554.1_1,17,Betatorquevirus
MN771310.1_1,17,Betatorquevirus
MN770569.1_1,17,Betatorquevirus
MN770876.1_1,17,Betatorquevirus
MN770737.1_1,17,Betatorquevirus
MN770337.1_1,17,Betatorquevirus
MN770361.1_1,17,Betatorquevirus
MN770701.1_1,17,Betatorquevirus
MN770848.1_1,17,Betatorquevirus
MN770555.1_1,17,Betatorquevirus
MN770602.1_1,17,Betatorquevirus
MN770174.1_1,17,Betatorquevirus
MN770905.1_1,17,Betatorquevirus
MN770415.1_1,17,Betatorquevirus
MN769993.1_1,17,Betatorquevirus
MN769337.1_1,17,Betatorquevirus
MN770894.1_1,17,Betatorquevirus
MN770995.1_1,17,Betatorquevirus
MN770895.1_1,17,Betatorquevirus
MN770375.1_1,17,Betatorquevirus
MN770191.1_1,17,Betatorquevirus
MN769782.1_1,17,Betatorquevirus
MN769269.1_1,17,Betatorquevirus
MN769540.1_1,17,Betatorquevirus
MN769563.1_1,17,Betatorquevirus
MN769545.1_1,17,Betatorquevirus
MN770823.1_1,17,Betatorquevirus
MN769453.1_1,17,Betatorquevirus
MN769333.1_1,17,Betatorquevirus
MN769824.1_1,17,Betatorquevirus
MN771294.1_1,17,Betatorquevirus
MN770390.1_1,17,Betatorquevirus
MN771426.1_1,17,Betatorquevirus
MN769455.1_1,17,Betatorquevirus
MN769621.1_1,17,Betatorquevirus
MN769190.1_1,17,Betatorquevirus
MN769451.1_1,17,Betatorquevirus
MN769611.1_1,17,Betatorquevirus
MN771163.1_1,17,Betatorquevirus
MN769258.1_1,17,Betatorquevirus
MN770447.1_1,17,Betatorquevirus
MN769661.1_1,17,Betatorquevirus
MN769476.1_1,17,Betatorquevirus
MN769662.1_1,17,Betatorquevirus
MN769186.1_1,17,Betatorquevirus
MN769154.1_1,17,Betatorquevirus
MN769177.1_1,17,Betatorquevirus
MN771455.1_1,17,Betatorquevirus
MN770050.1_1,17,Betatorquevirus
MN770106.1_1,17,Betatorquevirus
MN769450.1_1,17,Betatorquevirus
MN769185.1_1,17,Betatorquevirus
MN769320.1_1,17,Betatorquevirus
MN770355.1_1,17,Betatorquevirus
MN769068.1_1,17,Betatorquevirus
MN770164.1_1,17,Betatorquevirus
MN770589.1_1,17,Betatorquevirus
MN770101.1_1,17,Betatorquevirus
MN770993.1_1,17,Betatorquevirus
MN771419.1_1,17,Betatorquevirus
MN771246.1_1,17,Betatorquevirus
OK574388.1_1,17,Betatorquevirus
MN770859.1_1,17,Betatorquevirus
MN771425.1_1,17,Betatorquevirus
MN771464.1_1,17,Betatorquevirus
MN771077.1_1,17,Betatorquevirus
MN769265.1_1,17,Betatorquevirus
MN771505.1_1,17,Betatorquevirus
MN769650.1_1,17,Betatorquevirus
MN769977.1_1,18,Betatorquevirus
MN769605.1_1,18,Betatorquevirus
MN770045.1_1,18,Betatorquevirus
MN770603.1_1,18,Betatorquevirus
OZ258739.1_1,18,Betatorquevirus
MN771268.1_1,18,Betatorquevirus
MN771355.1_1,18,Betatorquevirus
MN769550.1_1,18,Betatorquevirus
MN770656.1_1,18,Betatorquevirus
MN771269.1_1,18,Betatorquevirus
MN769774.1_1,18,Betatorquevirus
MN769083.1_1,18,Betatorquevirus
MN771145.1_1,18,Betatorquevirus
MN770558.1_1,18,Betatorquevirus
KX810064.1_1,18,Betatorquevirus
MN771265.1_1,18,Betatorquevirus
MN769293.1_1,18,Betatorquevirus
MN771421.1_1,18,Betatorquevirus
MN770346.1_1,18,Betatorquevirus
MN770957.1_1,18,Betatorquevirus
MN771070.1_1,18,Betatorquevirus
MN771348.1_1,18,Betatorquevirus
MN769159.1_1,18,Betatorquevirus
MN771374.1_1,18,Betatorquevirus
MN770378.1_1,18,Betatorquevirus
MN769974.1_1,18,Betatorquevirus
MN769535.1_1,18,Betatorquevirus
MN770672.1_1,18,Betatorquevirus
MN770725.1_1,18,Betatorquevirus
MN771137.1_1,19,Betatorquevirus
MN770406.1_1,19,Betatorquevirus
OK574418.1_1,19,Betatorquevirus
MN771041.1_1,19,Betatorquevirus
MN771097.1_1,19,Betatorquevirus
MN770335.1_1,19,Betatorquevirus
MN769954.1_1,19,Betatorquevirus
MN769386.1_1,19,Betatorquevirus
MN769446.1_1,19,Betatorquevirus
MN770627.1_1,19,Betatorquevirus
MN769355.1_1,19,Betatorquevirus
MN770710.1_1,19,Betatorquevirus
OK574443.1_1,19,Betatorquevirus
MN770104.1_1,19,Betatorquevirus
MN771438.1_1,19,Betatorquevirus
MN771470.1_1,19,Betatorquevirus
MN770134.1_1,19,Betatorquevirus
MN770133.1_1,19,Betatorquevirus
MN769971.1_1,19,Betatorquevirus
MN769260.1_1,19,Betatorquevirus
MN770687.1_1,19,Betatorquevirus
MN770544.1_1,19,Betatorquevirus
MN770353.1_1,19,Betatorquevirus
NC_038346.1_1,19,Betatorquevirus
OK574428.1_1,19,Betatorquevirus
MN771471.1_1,19,Betatorquevirus
MN770889.1_1,19,Betatorquevirus
MN769886.1_1,19,Betatorquevirus
MN771415.1_1,19,Betatorquevirus
MN770118.1_1,19,Betatorquevirus
MN771465.1_1,19,Betatorquevirus
MN771365.1_1,19,Betatorquevirus
MN769071.1_1,19,Betatorquevirus
MN769797.1_1,19,Betatorquevirus
MN770565.1_1,19,Betatorquevirus
MN769618.1_1,19,Betatorquevirus
MN770067.1_1,19,Betatorquevirus
MN770901.1_1,19,Betatorquevirus
MN769651.1_1,19,Betatorquevirus
MN770808.1_1,20,Betatorquevirus
MN769200.1_1,20,Betatorquevirus
MN770511.1_1,20,Betatorquevirus
OK574370.1_1,20,Betatorquevirus
MN771457.1_1,20,Betatorquevirus
MN769441.1_1,20,Betatorquevirus
MN771472.1_1,20,Betatorquevirus
MN769561.1_1,20,Betatorquevirus
MN769153.1_1,20,Betatorquevirus
OK574412.1_1,20,Betatorquevirus
MN770040.1_1,20,Betatorquevirus
MN769336.1_1,20,Betatorquevirus
MN771410.1_1,20,Betatorquevirus
MN769325.1_1,20,Betatorquevirus
MN769695.1_1,20,Betatorquevirus
MN771359.1_1,20,Betatorquevirus
MN771405.1_1,20,Betatorquevirus
MN769802.1_1,20,Betatorquevirus
MN771511.1_1,20,Betatorquevirus
MN770862.1_1,20,Betatorquevirus
MN770124.1_1,20,Betatorquevirus
MN769123.1_1,20,Betatorquevirus
MN771139.1_1,20,Betatorquevirus
MN769212.1_1,20,Betatorquevirus
MN769349.1_1,20,Betatorquevirus
MN769425.1_1,20,Betatorquevirus
MN769044.1_1,20,Betatorquevirus
MN769266.1_1,20,Betatorquevirus
OK574394.1_1,20,Betatorquevirus
MN769680.1_1,20,Betatorquevirus
MN771181.1_1,20,Betatorquevirus
MN770483.1_1,20,Betatorquevirus
MN770732.1_1,20,Betatorquevirus
MN769219.1_1,20,Betatorquevirus
OK574434.1_1,20,Betatorquevirus
MN769788.1_1,20,Betatorquevirus
OZ258809.1_1,20,Betatorquevirus
MN770490.1_1,20,Betatorquevirus
MN771228.1_1,20,Betatorquevirus
MN769508.1_1,20,Betatorquevirus
MN771345.1_1,20,Betatorquevirus
MN771273.1_1,20,Betatorquevirus
MN771066.1_1,20,Betatorquevirus
MN770532.1_1,20,Betatorquevirus
OZ258725.1_1,20,Betatorquevirus
MN771106.1_1,20,Betatorquevirus
MN771120.1_1,20,Betatorquevirus
MN770630.1_1,20,Betatorquevirus
MN769616.1_1,20,Betatorquevirus
OZ258747.1_1,20,Betatorquevirus
MN770190.1_1,20,Betatorquevirus
MN769630.1_1,20,Betatorquevirus
MN769060.1_1,20,Betatorquevirus
MN771231.1_1,20,Betatorquevirus
MN769460.1_1,20,Betatorquevirus
MN770213.1_1,20,Betatorquevirus
MN771136.1_1,20,Betatorquevirus
MN770451.1_1,20,Betatorquevirus
MN770983.1_1,20,Betatorquevirus
MN770196.1_1,20,Betatorquevirus
MN769404.1_1,20,Betatorquevirus
MN769748.1_1,20,Betatorquevirus
MN769191.1_1,20,Betatorquevirus
MN769475.1_1,20,Betatorquevirus
OZ258697.1_1,20,Betatorquevirus
MN769201.1_1,20,Betatorquevirus
MN770103.1_1,20,Betatorquevirus
MN769390.1_1,20,Betatorquevirus
MN769035.1_1,20,Betatorquevirus
MN769600.1_1,20,Betatorquevirus
OK574363.1_1,20,Betatorquevirus
OK574387.1_1,20,Betatorquevirus
MN771311.1_1,20,Betatorquevirus
MN771092.1_1,20,Betatorquevirus
MN769414.1_1,20,Betatorquevirus
MN771253.1_1,20,Betatorquevirus
MN770345.1_1,20,Betatorquevirus
MN769448.1_1,20,Betatorquevirus
MN769670.1_1,20,Betatorquevirus
MN769763.1_1,20,Betatorquevirus
MN769321.1_1,20,Betatorquevirus
MN769027.1_1,20,Betatorquevirus
MN769711.1_1,20,Betatorquevirus
MN769137.1_1,20,Betatorquevirus
MN769768.1_1,20,Betatorquevirus
MN771151.1_1,20,Betatorquevirus
MN769282.1_1,20,Betatorquevirus
MN769147.1_1,20,Betatorquevirus
MN770489.1_1,20,Betatorquevirus
OZ258748.1_1,20,Betatorquevirus
MN770622.1_1,20,Betatorquevirus
MN770541.1_1,20,Betatorquevirus
MN771093.1_1,20,Betatorquevirus
MN770860.1_1,20,Betatorquevirus
MN770201.1_1,20,Betatorquevirus
OK574405.1_1,20,Betatorquevirus
MN770238.1_1,20,Betatorquevirus
MN770172.1_1,20,Betatorquevirus
MN770147.1_1,20,Betatorquevirus
MN770137.1_1,20,Betatorquevirus
MN770140.1_1,20,Betatorquevirus
MN770920.1_1,20,Betatorquevirus
MN771312.1_1,20,Betatorquevirus
MN771263.1_1,20,Betatorquevirus
MN770111.1_1,20,Betatorquevirus
OK574350.1_1,20,Betatorquevirus
MN769329.1_1,21,Betatorquevirus
MN769389.1_1,21,Betatorquevirus
MN769131.1_1,21,Betatorquevirus
MN770094.1_1,21,Betatorquevirus
MN770122.1_1,21,Betatorquevirus
OK574421.1_1,21,Betatorquevirus
MN770069.1_1,21,Betatorquevirus
MN770918.1_1,21,Betatorquevirus
MN769412.1_1,21,Betatorquevirus
MN769773.1_1,21,Betatorquevirus
MN771016.1_1,21,Betatorquevirus
MN770520.1_1,21,Betatorquevirus
MN770736.1_1,21,Betatorquevirus
MN770005.1_1,21,Betatorquevirus
MN770861.1_1,21,Betatorquevirus
MN770593.1_1,21,Betatorquevirus
MN769432.1_1,21,Betatorquevirus
MN769464.1_1,21,Betatorquevirus
NC_038345.1_1,21,Betatorquevirus
MN770234.1_1,21,Betatorquevirus
MN770546.1_1,21,Betatorquevirus
OK574410.1_1,21,Betatorquevirus
MN770685.1_1,21,Betatorquevirus
MN771299.1_1,21,Betatorquevirus
MN769573.1_1,21,Betatorquevirus
MN769500.1_1,21,Betatorquevirus
MN769581.1_1,21,Betatorquevirus
OZ258753.1_1,21,Betatorquevirus
MN770708.1_1,21,Betatorquevirus
MN769749.1_1,21,Betatorquevirus
MN770986.1_1,21,Betatorquevirus
MN771134.1_1,21,Betatorquevirus
MN770220.1_1,21,Betatorquevirus
MN771140.1_1,21,Betatorquevirus
MN770308.1_1,21,Betatorquevirus
MN770328.1_1,21,Betatorquevirus
MN769642.1_1,21,Betatorquevirus
MN769372.1_1,21,Betatorquevirus
MN769733.1_1,21,Betatorquevirus
MN770904.1_1,21,Betatorquevirus
MN769606.1_1,21,Betatorquevirus
MN769466.1_1,21,Betatorquevirus
MN769172.1_1,21,Betatorquevirus
MN770168.1_1,21,Betatorquevirus
MN769347.1_1,21,Betatorquevirus
MN771400.1_1,19,Betatorquevirus
MN770608.1_1,19,Betatorquevirus
MN770724.1_1,19,Betatorquevirus
MN770026.1_1,19,Betatorquevirus
MN770466.1_1,19,Betatorquevirus
MN770671.1_1,19,Betatorquevirus
OZ258721.1_1,22,Betatorquevirus
MN770579.1_1,22,Betatorquevirus
MN771044.1_1,22,Betatorquevirus
MN769890.1_1,22,Betatorquevirus
MN770888.1_1,22,Betatorquevirus
MN770184.1_1,22,Betatorquevirus
MN770081.1_1,22,Betatorquevirus
MN769541.1_1,22,Betatorquevirus
MN769112.1_1,22,Betatorquevirus
MN770036.1_1,22,Betatorquevirus
MN769596.1_1,22,Betatorquevirus
MN769542.1_1,22,Betatorquevirus
MN769045.1_1,22,Betatorquevirus
MN771370.1_1,22,Betatorquevirus
MN771017.1_1,22,Betatorquevirus
MN770128.1_1,22,Betatorquevirus
MN770617.1_1,22,Betatorquevirus
MN770748.1_1,22,Betatorquevirus
MN770044.1_1,22,Betatorquevirus
MN770082.1_1,22,Betatorquevirus
MN770160.1_1,22,Betatorquevirus
MN770821.1_1,22,Betatorquevirus
MN770127.1_1,22,Betatorquevirus
MN770868.1_1,22,Betatorquevirus
MN769192.1_1,22,Betatorquevirus
OZ258798.1_1,22,Betatorquevirus
MN770227.1_1,22,Betatorquevirus
MN771461.1_1,22,Betatorquevirus
MN770114.1_1,22,Betatorquevirus
OK574427.1_1,23,Betatorquevirus
MN770475.1_1,23,Betatorquevirus
MN769574.1_1,23,Betatorquevirus
MN770235.1_1,23,Betatorquevirus
MN771300.1_1,23,Betatorquevirus
MN770458.1_1,23,Betatorquevirus
MN770236.1_1,23,Betatorquevirus
MN771221.1_1,23,Betatorquevirus
MN771238.1_1,23,Betatorquevirus
MN771030.1_1,23,Betatorquevirus
MN769202.1_1,23,Betatorquevirus
MN769917.1_1,23,Betatorquevirus
MN769949.1_1,23,Betatorquevirus
MN769951.1_1,23,Betatorquevirus
MN771129.1_1,23,Betatorquevirus
MN770061.1_1,23,Betatorquevirus
MN769859.1_1,23,Betatorquevirus
MN769666.1_1,23,Betatorquevirus
MN769077.1_1,23,Betatorquevirus
OZ258715.1_1,23,Betatorquevirus
MN770433.1_1,23,Betatorquevirus
MN770344.1_1,23,Betatorquevirus
MN771293.1_1,23,Betatorquevirus
MN771510.1_1,24,Betatorquevirus
MN771275.1_1,24,Betatorquevirus
MN769101.1_1,24,Betatorquevirus
MN770926.1_1,24,Betatorquevirus
MN769737.1_1,24,Betatorquevirus
MN769029.1_1,24,Betatorquevirus
MN769620.1_1,24,Betatorquevirus
MN771284.1_1,24,Betatorquevirus
MN770431.1_1,24,Betatorquevirus
MN770819.1_1,24,Betatorquevirus
MN770497.1_1,24,Betatorquevirus
MN769713.1_1,24,Betatorquevirus
OK574365.1_1,24,Betatorquevirus
MN770428.1_1,24,Betatorquevirus
MN770991.1_1,24,Betatorquevirus
MN770967.1_1,24,Betatorquevirus
MN769648.1_1,24,Betatorquevirus
MN769140.1_1,24,Betatorquevirus
MN771347.1_1,24,Betatorquevirus
MN770230.1_1,24,Betatorquevirus
MN770472.1_1,24,Betatorquevirus
MN770429.1_1,24,Betatorquevirus
MN771004.1_1,24,Betatorquevirus
MN770219.1_1,24,Betatorquevirus
MN770576.1_1,24,Betatorquevirus
MN769245.1_1,24,Betatorquevirus
OZ258626.1_1,24,Betatorquevirus
MN770805.1_1,24,Betatorquevirus
MN771474.1_1,24,Betatorquevirus
MN769179.1_1,24,Betatorquevirus
MN770940.1_1,24,Betatorquevirus
MN771361.1_1,24,Betatorquevirus
MN770946.1_1,24,Betatorquevirus
MN770455.1_1,24,Betatorquevirus
MN771354.1_1,24,Betatorquevirus
MN771217.1_1,24,Betatorquevirus
MN770910.1_1,24,Betatorquevirus
MN770430.1_1,24,Betatorquevirus
MN769532.1_1,24,Betatorquevirus
MN771411.1_1,24,Betatorquevirus
MN770446.1_1,24,Betatorquevirus
MN769274.1_1,24,Betatorquevirus
MN771356.1_1,24,Betatorquevirus
MN770956.1_1,24,Betatorquevirus
MN770121.1_1,24,Betatorquevirus
MN769228.1_1,24,Betatorquevirus
MN769578.1_1,24,Betatorquevirus
MN769719.1_1,24,Betatorquevirus
MN770071.1_1,24,Betatorquevirus
MN770099.1_1,24,Betatorquevirus
OK574426.1_1,24,Betatorquevirus
MN769945.1_1,24,Betatorquevirus
MN771303.1_1,24,Betatorquevirus
MN770971.1_1,24,Betatorquevirus
MN771272.1_1,24,Betatorquevirus
MN771220.1_1,24,Betatorquevirus
OK574362.1_1,24,Betatorquevirus
MN770933.1_1,24,Betatorquevirus
OZ258771.1_1,24,Betatorquevirus
MN770935.1_1,24,Betatorquevirus
MN771291.1_1,24,Betatorquevirus
MN770228.1_1,24,Betatorquevirus
MN770229.1_1,24,Betatorquevirus
MN771379.1_1,24,Betatorquevirus
MN771226.1_1,24,Betatorquevirus
MN770655.1_1,24,Betatorquevirus
MN769375.1_1,24,Betatorquevirus
MN770432.1_1,24,Betatorquevirus
MN771271.1_1,24,Betatorquevirus
OK574436.1_1,24,Betatorquevirus
MN770952.1_1,24,Betatorquevirus
OZ258723.1_1,24,Betatorquevirus
LC381845.1_1,24,Betatorquevirus
MN769038.1_1,24,Betatorquevirus
MN770440.1_1,24,Betatorquevirus
MN771013.1_1,24,Betatorquevirus
MN771236.1_1,24,Betatorquevirus
MN771117.1_1,24,Betatorquevirus
MN769417.1_1,24,Betatorquevirus
MN769776.1_1,24,Betatorquevirus
MN769756.1_1,24,Betatorquevirus
MN769795.1_1,24,Betatorquevirus
MN769816.1_1,24,Betatorquevirus
MN771364.1_1,24,Betatorquevirus
OK574371.1_1,24,Betatorquevirus
MN771237.1_1,24,Betatorquevirus
MN770482.1_1,24,Betatorquevirus
MN770233.1_1,24,Betatorquevirus
MN769263.1_1,24,Betatorquevirus
MN769897.1_1,24,Betatorquevirus
MN770822.1_1,24,Betatorquevirus
MN770086.1_1,24,Betatorquevirus
MN770194.1_1,24,Betatorquevirus
MN771466.1_1,24,Betatorquevirus
MN770224.1_1,24,Betatorquevirus
MN771372.1_1,24,Betatorquevirus
MN771155.1_1,24,Betatorquevirus
MN770678.1_1,24,Betatorquevirus
MN769109.1_1,24,Betatorquevirus
OZ258777.1_1,24,Betatorquevirus
MN771279.1_1,24,Betatorquevirus
MN771091.1_1,24,Betatorquevirus
MN771147.1_1,24,Betatorquevirus
MN769843.1_1,24,Betatorquevirus
MN770807.1_1,24,Betatorquevirus
MN770761.1_1,24,Betatorquevirus
MN769810.1_1,24,Betatorquevirus
MN770436.1_1,24,Betatorquevirus
MN770897.1_1,24,Betatorquevirus
MN771046.1_1,24,Betatorquevirus
MN771456.1_1,25,Betatorquevirus
MN770506.1_1,25,Betatorquevirus
MN770588.1_1,25,Betatorquevirus
MN769647.1_1,25,Betatorquevirus
MN769742.1_1,25,Betatorquevirus
MN769870.1_1,25,Betatorquevirus
MN769552.1_1,25,Betatorquevirus
MN769473.1_1,25,Betatorquevirus
MN771496.1_1,25,Betatorquevirus
MN769302.1_1,25,Betatorquevirus
MN769251.1_1,25,Betatorquevirus
MN769316.1_1,25,Betatorquevirus
MN770392.1_1,25,Betatorquevirus
MN769305.1_1,25,Betatorquevirus
MN769494.1_1,25,Betatorquevirus
MN771479.1_1,25,Betatorquevirus
MN770726.1_1,25,Betatorquevirus
MN769619.1_1,25,Betatorquevirus
MN771431.1_1,25,Betatorquevirus
MN770092.1_1,25,Betatorquevirus
MN771459.1_1,25,Betatorquevirus
MN769297.1_1,25,Betatorquevirus
MN769701.1_1,25,Betatorquevirus
MN769853.1_1,25,Betatorquevirus
MN769141.1_1,27,Hetorquevirus
MN771065.1_1,27,Hetorquevirus
MN769193.1_1,27,Hetorquevirus
MN769649.1_1,27,Hetorquevirus
MN771334.1_1,27,Hetorquevirus
MN769310.1_1,27,Hetorquevirus
MN771204.1_1,27,Hetorquevirus
MN771277.1_1,27,Hetorquevirus
MN770248.1_1,27,Hetorquevirus
MN770091.1_1,27,Hetorquevirus
MN771373.1_1,28,Hetorquevirus
MN769236.1_1,28,Hetorquevirus
MN771248.1_1,28,Hetorquevirus
